jee_main_score,jee_advanced_score,class_12_percent,daily_study_hours,family_income,peer_pressure_level,admission_taken,dropout
84.03,55.96,69.7,2.3,Low,Low,No,1
66.58,85.66,67.53,6.5,High,High,No,0
71.36,73.38,80.6,4.8,Mid,Medium,Yes,0
72.36,70.01,57.7,5.9,Low,High,No,1
45.12,78.94,57.49,0.0,High,High,Yes,1
71.81,61.77,81.34,5.0,Mid,Medium,Yes,0
62.34,53.61,79.88,3.5,Mid,Low,No,0
65.1,56.36,76.37,1.7,Low,Low,Yes,0
92.21,66.03,66.2,4.4,High,Low,Yes,0
54.41,49.05,82.44,6.7,Low,Medium,Yes,0
83.38,58.0,81.8,9.0,Mid,High,Yes,0
68.09,57.74,75.85,5.0,Low,Medium,No,1
68.08,99.99,63.23,3.1,High,Medium,No,0
83.07,21.62,70.75,3.0,Low,Medium,Yes,0
76.76,63.13,83.38,6.4,Mid,Medium,No,0
79.99,93.61,88.27,2.5,Low,High,No,1
85.55,67.95,71.73,5.7,Mid,Low,Yes,0
67.36,78.05,72.5,5.1,Mid,Low,No,0
63.43,67.6,73.38,4.9,Mid,Medium,No,0
56.81,55.32,77.75,1.4,Low,High,Yes,1
60.44,30.13,69.19,3.8,High,Medium,No,0
100.0,69.29,50.0,1.6,Mid,High,No,1
89.43,53.59,86.93,3.3,Low,Medium,No,1
53.08,53.19,92.95,6.3,Mid,Low,Yes,0
53.49,58.02,68.88,7.0,Low,Low,No,1
78.75,93.92,64.33,4.9,Mid,Medium,No,0
79.66,100.0,73.63,3.4,Low,Low,No,1
79.68,69.48,73.12,7.7,Mid,Medium,No,0
68.43,58.56,84.96,3.3,Mid,High,Yes,0
70.24,47.16,75.55,2.2,Mid,High,Yes,0
76.59,73.5,67.07,5.9,High,High,Yes,0
73.2,94.53,61.82,5.4,Low,High,Yes,0
40.93,62.04,83.66,3.4,High,Medium,Yes,0
68.78,27.94,81.0,4.7,Low,Low,Yes,0
60.08,76.72,85.61,5.4,Mid,High,Yes,0
74.45,81.77,65.32,4.9,Low,Low,No,1
100.0,40.63,93.38,5.4,Low,Medium,Yes,0
77.14,68.82,57.56,3.5,Mid,Low,Yes,0
67.61,73.22,82.1,5.6,Mid,Low,No,0
84.91,64.83,55.9,4.5,Mid,Low,Yes,0
78.76,53.35,67.1,3.6,Low,Medium,Yes,0
77.88,82.25,90.61,4.0,Mid,Medium,No,0
80.5,59.55,83.31,4.3,Mid,Medium,No,0
100.0,42.24,69.54,1.6,Low,Low,No,1
56.17,33.21,69.81,3.2,High,High,Yes,0
78.63,86.17,76.01,4.6,Low,High,No,1
59.03,75.87,80.14,1.8,Low,Low,Yes,0
79.78,67.41,87.52,3.3,Low,High,No,1
59.14,58.96,70.44,9.3,Mid,High,No,0
66.16,57.54,58.88,2.2,Low,Low,Yes,0
67.87,48.79,76.57,3.7,High,Medium,No,0
85.66,59.1,70.43,2.8,Low,High,Yes,0
84.86,32.08,61.99,4.3,Low,Medium,No,1
54.56,54.22,77.98,2.9,Mid,High,Yes,0
72.77,61.02,72.87,4.0,Mid,Low,Yes,0
62.07,75.76,78.07,3.1,High,Low,No,0
54.38,65.36,66.06,6.6,Low,Medium,Yes,0
68.96,78.72,79.87,4.7,Low,Medium,No,1
67.68,87.59,61.83,2.5,Low,Medium,Yes,0
100.0,82.93,66.72,6.2,Low,Medium,Yes,0
78.06,73.53,72.57,2.6,Low,Low,No,1
52.71,66.19,92.42,1.4,Low,Low,No,1
64.09,50.31,82.85,4.5,Mid,Low,No,0
86.3,77.84,85.77,8.3,High,Medium,No,0
100.0,92.88,89.17,0.8,Low,Low,Yes,0
49.8,71.47,100.0,1.8,Low,Low,Yes,0
45.68,96.68,75.42,6.0,Mid,High,No,0
98.19,41.59,89.2,3.2,Low,High,Yes,0
77.45,47.53,85.13,5.7,Mid,High,No,0
59.84,79.68,84.96,2.8,High,Medium,Yes,0
79.48,70.23,92.74,4.8,Low,Medium,No,1
35.1,87.02,70.81,8.0,High,Low,Yes,0
72.05,65.75,70.01,2.1,Low,Low,Yes,0
76.59,52.11,78.2,6.5,High,Medium,Yes,0
84.94,62.58,73.17,5.9,High,High,No,0
57.81,41.48,78.19,1.5,Low,Low,Yes,0
73.2,47.94,90.63,5.6,High,High,No,0
59.04,81.56,70.22,4.6,Mid,Low,Yes,0
75.58,79.96,71.95,4.7,Mid,High,Yes,0
59.47,71.81,76.74,5.2,High,Low,Yes,0
66.29,38.46,72.72,3.8,High,High,Yes,0
58.06,60.27,55.86,4.6,Mid,High,No,0
81.12,46.4,69.2,5.0,Low,Medium,No,1
84.02,84.82,81.87,6.0,Mid,Low,Yes,0
68.72,56.66,89.38,1.4,High,High,No,1
72.54,48.63,63.45,7.1,Mid,Medium,No,0
51.72,66.48,63.41,2.2,Low,Low,Yes,0
67.8,55.76,75.3,6.0,Mid,Medium,Yes,0
71.3,89.74,54.24,4.7,Low,High,Yes,0
100.0,54.24,70.55,1.9,High,Low,Yes,0
56.43,43.61,57.64,5.6,Mid,High,No,0
92.5,31.55,88.69,2.6,Mid,High,Yes,0
85.96,65.51,67.31,6.6,Low,Medium,Yes,0
75.93,57.01,91.53,3.1,Mid,High,No,0
96.62,43.14,86.14,1.5,Mid,Low,Yes,0
77.21,85.03,68.54,7.6,Low,Medium,Yes,0
77.45,76.68,64.28,4.9,Mid,High,No,0
71.26,65.55,73.06,6.2,Low,High,No,1
89.13,87.83,73.95,2.8,High,High,Yes,0
87.35,76.6,78.46,0.7,Mid,Medium,No,0
63.24,52.83,67.23,7.9,Low,Low,Yes,0
53.53,49.37,82.46,4.5,Low,Medium,No,1
69.16,79.09,77.65,5.5,Mid,High,No,0
60.8,72.34,71.6,5.8,Low,Medium,Yes,0
71.11,68.72,67.88,3.8,High,High,Yes,0
89.32,52.46,73.15,5.0,High,Medium,Yes,0
65.6,75.73,66.83,7.7,Mid,High,Yes,0
71.4,53.91,75.58,4.4,High,Medium,No,0
72.81,64.37,75.85,6.4,Mid,High,Yes,0
83.88,89.15,77.62,0.5,Mid,High,Yes,1
40.54,55.43,92.66,6.7,Low,Medium,Yes,0
63.51,40.83,73.68,1.5,Low,Medium,No,1
74.96,49.16,85.05,6.5,Low,High,Yes,0
88.8,81.91,77.3,5.3,Low,Low,No,1
65.11,70.08,72.62,4.3,Mid,High,Yes,0
45.73,63.94,73.81,4.3,Low,High,No,1
80.68,57.85,74.41,4.0,Low,Low,No,1
63.1,73.77,77.8,2.9,High,High,No,0
55.34,52.41,65.41,4.1,Mid,Medium,No,0
63.26,70.89,60.35,8.9,High,Medium,No,0
69.42,54.3,81.54,7.1,High,Low,Yes,0
63.53,51.64,83.98,2.8,High,High,No,0
41.12,55.8,82.46,5.0,Low,Medium,No,1
84.56,59.99,76.55,4.7,Mid,High,No,0
89.85,65.22,82.67,4.2,High,Low,Yes,0
81.12,69.77,82.13,2.5,High,Medium,Yes,0
56.07,6.99,82.88,5.4,Mid,Low,No,0
69.18,53.08,66.4,6.2,Low,High,Yes,0
71.91,59.73,64.03,2.8,High,High,Yes,0
80.38,90.08,71.11,8.4,Mid,High,Yes,0
81.36,48.72,74.83,7.5,Low,Low,Yes,0
61.72,68.6,72.58,5.6,Low,Medium,Yes,0
73.15,89.92,56.23,2.0,Low,Low,Yes,0
78.4,44.99,92.22,5.3,Low,Medium,Yes,0
92.38,72.3,72.26,5.1,Low,High,No,1
81.86,53.16,76.73,5.5,Mid,High,Yes,0
83.05,57.93,87.45,7.7,Low,Low,No,1
73.17,53.15,51.55,4.1,High,Medium,No,0
91.75,54.29,69.88,8.6,Mid,High,Yes,0
77.74,100.0,71.13,5.3,High,High,Yes,0
59.94,79.51,71.64,3.9,High,Low,Yes,0
91.65,83.63,73.27,9.3,Low,Low,Yes,0
81.77,73.87,89.47,6.2,Low,Medium,No,1
65.8,40.3,81.73,3.6,Mid,High,Yes,0
65.29,72.32,84.58,4.7,Mid,Medium,No,0
76.15,83.17,75.47,5.8,High,Medium,Yes,0
78.48,52.35,61.01,4.2,Low,Medium,Yes,0
74.76,81.45,54.2,4.8,Low,Low,No,1
76.36,77.27,59.71,2.9,High,Medium,No,0
95.8,95.63,78.6,1.1,Low,Medium,No,1
87.0,59.32,75.32,4.7,Mid,Medium,Yes,0
74.67,48.44,72.9,4.8,High,Low,No,0
85.18,60.21,71.31,5.6,Low,Low,No,1
57.54,88.97,95.12,3.3,High,High,No,0
77.57,36.75,66.77,1.8,Low,Low,Yes,0
97.33,32.91,84.28,2.6,Low,Low,No,1
68.95,67.43,75.02,6.6,Low,Medium,No,1
60.13,58.92,74.39,3.2,Mid,High,Yes,0
62.87,66.12,86.77,3.6,High,Low,No,0
56.75,81.12,89.63,3.9,Mid,High,No,0
61.01,57.16,72.6,3.3,Mid,Medium,No,0
66.81,36.03,82.99,3.1,High,Low,No,0
52.32,98.71,78.64,2.8,High,Medium,Yes,0
72.22,50.04,75.07,7.3,Low,Medium,No,1
84.63,49.06,77.04,5.9,Low,High,Yes,0
59.29,83.66,68.12,7.0,High,Low,No,0
93.27,59.85,71.94,7.4,Low,High,Yes,0
79.15,64.99,69.19,0.0,Low,Medium,Yes,0
86.43,73.72,84.01,5.2,High,Low,Yes,0
62.79,83.34,74.05,3.3,Mid,Medium,Yes,0
83.96,60.66,62.02,6.7,High,High,No,0
56.71,90.32,67.77,3.0,High,High,Yes,0
84.46,31.83,50.0,2.4,Mid,Medium,Yes,0
74.41,78.16,70.06,1.6,Low,High,No,1
79.75,52.57,75.38,3.9,Mid,High,Yes,0
55.54,87.96,73.64,6.3,Mid,Medium,No,0
59.47,68.27,94.8,5.0,High,Low,Yes,0
80.36,55.23,80.75,2.1,Low,Low,No,1
58.72,76.61,80.3,8.8,Low,Low,No,1
78.48,80.29,58.57,5.8,Mid,Medium,Yes,0
52.86,76.27,71.35,6.1,High,Medium,No,0
83.87,49.52,70.13,7.1,Mid,High,Yes,0
54.74,58.26,67.14,1.2,Low,Low,Yes,0
79.73,65.93,67.0,2.7,Low,High,Yes,0
80.76,65.34,56.92,6.1,High,Medium,No,0
62.25,78.0,62.24,2.9,High,Low,No,0
80.15,33.76,83.74,3.9,Mid,Medium,Yes,0
75.65,71.35,73.57,4.3,High,High,No,0
64.46,61.36,69.94,1.9,Mid,High,No,1
57.88,52.58,74.95,3.8,High,Medium,Yes,0
44.52,54.12,86.67,6.3,Mid,Medium,No,0
76.9,62.57,75.04,6.0,Low,Low,No,1
50.09,8.38,80.4,6.7,Low,Medium,Yes,0
73.33,54.78,66.53,6.5,Low,High,Yes,0
68.31,51.99,68.81,5.3,Low,High,No,1
81.51,74.52,78.54,5.2,Low,Medium,No,1
67.77,53.11,93.93,5.0,Low,Medium,No,1
67.39,62.56,89.3,3.2,High,Low,Yes,0
82.25,90.68,80.83,2.4,High,High,No,0
76.69,81.91,76.51,3.1,High,High,No,0
76.43,80.44,89.01,3.8,Mid,High,No,0
78.57,58.0,82.95,3.2,High,Medium,Yes,0
50.5,74.69,52.06,5.3,High,High,No,0
82.6,62.26,64.46,4.9,Mid,Medium,No,0
80.57,62.86,78.38,5.1,Mid,Low,Yes,0
57.77,72.55,57.13,5.2,Low,Medium,No,1
68.58,56.45,66.02,6.9,High,Low,No,0
71.45,89.89,68.0,4.5,High,Low,Yes,0
70.12,63.44,72.44,6.5,Mid,Medium,No,0
76.67,75.89,72.13,5.5,Low,Low,No,1
92.04,89.29,72.11,6.8,High,Medium,Yes,0
87.14,82.51,83.25,7.7,Mid,High,No,0
53.63,43.46,72.35,5.7,Mid,Medium,No,0
80.71,73.12,71.15,4.7,High,Low,No,0
90.61,79.61,61.51,4.7,Mid,Low,No,0
77.42,80.27,85.24,3.6,Mid,High,No,0
87.27,48.19,68.29,3.5,High,Medium,No,0
100.0,55.49,64.13,6.3,Low,High,Yes,0
86.33,81.91,77.13,2.6,High,Low,Yes,0
75.49,53.81,67.33,7.7,Low,Medium,Yes,0
86.63,61.2,69.74,4.2,Mid,Low,Yes,0
74.03,91.21,77.58,10.0,High,Medium,No,0
72.33,65.24,71.74,3.1,High,High,Yes,0
67.08,54.37,98.12,5.0,Low,High,Yes,0
93.89,51.96,74.25,3.8,Mid,Low,Yes,0
60.54,71.32,81.18,2.9,High,High,Yes,0
93.45,44.67,55.58,6.6,High,High,No,0
79.0,62.04,66.39,2.3,Mid,Low,No,0
52.41,71.33,64.13,3.1,Low,Low,No,1
77.15,86.79,65.46,5.7,High,Low,Yes,0
42.6,76.68,79.16,6.0,Mid,Medium,Yes,0
80.76,54.57,85.36,1.7,High,Low,Yes,0
84.39,84.85,78.45,5.7,High,Medium,Yes,0
63.71,61.21,72.73,4.8,High,Low,No,0
73.73,46.23,68.69,2.7,Low,Medium,No,1
99.36,63.25,86.14,2.9,Mid,Low,Yes,0
64.92,89.01,95.71,0.4,High,Medium,No,0
57.18,68.64,76.35,7.9,High,High,Yes,0
92.74,66.2,84.39,6.5,High,Low,Yes,0
99.48,92.2,78.43,1.9,Low,Low,No,1
72.05,43.1,82.56,6.1,High,Medium,No,0
86.16,45.43,63.35,3.4,Mid,High,Yes,0
90.78,40.15,70.12,6.3,Low,High,Yes,0
61.61,71.96,78.95,3.5,Mid,Medium,No,0
65.21,68.66,87.12,3.8,High,Low,No,0
89.23,90.68,66.82,3.9,High,High,Yes,0
95.59,69.9,54.67,3.2,Low,Low,Yes,0
79.88,59.53,70.02,7.3,High,Medium,No,0
59.68,66.03,85.1,6.3,Mid,Low,No,0
99.82,67.88,59.16,4.7,Mid,High,Yes,0
64.57,39.25,63.23,6.5,Mid,Medium,No,0
67.31,100.0,76.56,1.2,High,High,Yes,1
76.79,74.32,73.84,2.0,High,Low,No,0
93.76,69.36,80.94,5.4,Low,Low,Yes,0
83.96,75.84,62.71,6.0,Low,Medium,No,1
77.81,77.35,71.75,5.1,Mid,High,Yes,0
78.49,63.75,86.95,0.7,Mid,High,No,1
72.61,55.9,63.07,2.4,Low,High,Yes,0
79.81,75.59,89.77,5.3,Low,Medium,No,1
36.59,72.17,64.33,9.4,Mid,Low,No,0
67.85,53.04,83.49,6.9,Low,Low,No,1
75.38,88.7,71.27,7.7,High,Low,No,0
55.89,70.69,63.55,5.2,High,High,No,0
77.41,77.68,70.03,5.2,Low,Medium,No,1
69.14,88.27,80.45,2.4,Low,High,Yes,0
96.58,66.35,74.93,6.4,High,Medium,Yes,0
94.02,71.07,86.18,4.4,High,High,Yes,0
65.48,78.96,89.36,5.9,Mid,Medium,No,0
69.89,54.4,63.17,4.6,Low,High,Yes,0
70.96,66.86,62.44,5.1,High,High,No,0
65.68,68.01,61.95,4.3,Low,Medium,Yes,0
74.73,50.7,66.01,4.9,High,Low,Yes,0
61.38,100.0,86.04,6.5,High,Low,No,0
56.17,43.48,80.6,2.0,Low,Medium,No,1
80.72,45.23,69.55,1.5,Mid,Medium,No,0
80.81,87.03,74.89,5.4,High,Low,No,0
60.74,77.41,89.04,7.4,Low,High,No,1
84.53,49.58,94.08,7.9,High,Low,No,0
63.16,75.72,77.59,2.1,Low,Medium,Yes,0
75.54,89.49,50.0,3.7,Low,High,No,1
83.48,65.52,77.97,1.5,High,Medium,No,0
71.53,100.0,84.35,3.4,Mid,Low,Yes,0
78.37,38.42,77.25,6.7,High,High,Yes,0
64.77,77.1,82.27,4.5,High,Low,Yes,0
69.25,84.66,78.57,3.8,Mid,Low,Yes,0
69.12,80.26,62.65,5.6,Mid,Low,Yes,0
61.55,62.73,66.14,2.9,Low,High,Yes,0
69.53,61.35,71.79,7.7,Low,Low,Yes,0
50.32,73.11,85.65,4.5,Mid,High,Yes,0
65.12,79.05,67.34,3.7,Mid,Low,Yes,0
68.01,75.64,79.56,5.7,High,Low,No,0
68.41,82.64,78.04,6.4,Mid,Medium,No,0
68.62,49.7,90.86,7.7,High,Low,No,0
71.14,62.36,74.58,4.1,High,High,No,0
78.71,50.96,57.45,6.7,High,Medium,Yes,0
84.24,59.82,81.47,4.7,Mid,High,Yes,0
62.9,82.24,96.38,3.3,Mid,Low,Yes,0
55.16,67.73,82.12,2.9,High,Medium,Yes,0
57.41,100.0,67.12,2.3,Mid,Medium,No,0
65.18,69.09,64.18,3.0,Low,Medium,Yes,0
67.07,66.96,65.47,6.7,Low,High,No,1
61.22,67.7,95.03,5.9,High,Medium,No,0
53.85,55.8,71.73,2.0,Mid,Medium,No,0
65.61,65.07,68.37,1.0,Low,High,No,1
74.54,84.04,73.42,2.3,High,High,No,0
80.33,67.82,71.83,2.9,Low,High,No,1
64.2,53.3,90.68,3.9,High,Low,No,0
66.22,51.2,64.86,6.8,High,High,Yes,0
59.03,58.8,86.81,3.4,High,High,Yes,0
71.56,67.18,76.22,7.9,Low,Medium,No,1
60.12,85.1,87.07,1.1,High,Low,Yes,0
80.02,44.55,90.83,3.8,High,Medium,Yes,0
47.0,60.88,75.85,6.1,Low,High,No,1
66.97,68.31,71.85,6.2,High,High,No,0
76.22,36.66,75.66,3.8,Low,Medium,No,1
74.57,52.66,74.05,6.5,High,Low,No,0
100.0,55.12,58.43,6.1,Mid,Low,No,0
76.9,53.26,90.52,3.1,Mid,Medium,Yes,0
57.94,69.07,77.46,5.1,Low,High,No,1
70.66,63.43,63.37,5.9,High,Low,Yes,0
47.13,57.12,54.32,3.3,Low,Low,Yes,0
70.87,72.85,51.72,7.9,High,Medium,No,0
60.34,93.57,82.7,2.8,Low,Low,No,1
84.82,92.23,68.81,4.8,Mid,High,Yes,0
64.31,35.24,70.45,2.0,Low,Medium,Yes,0
70.37,75.23,79.88,4.7,Mid,Low,Yes,0
63.1,63.15,69.84,2.4,Mid,High,No,0
96.34,68.48,80.47,3.9,Mid,High,No,0
67.5,59.63,75.95,1.3,Low,Medium,Yes,0
97.66,67.88,74.16,6.1,Low,Medium,No,1
83.4,68.42,59.27,5.2,Mid,High,No,0
78.75,56.74,66.8,6.7,Low,High,Yes,0
77.16,51.66,81.03,3.8,High,Low,Yes,0
77.51,58.82,68.18,6.8,Mid,Low,No,0
45.01,69.75,87.05,4.6,High,Low,No,0
68.1,75.58,98.46,4.7,Mid,Low,No,0
83.83,79.65,81.56,8.7,High,Low,No,0
71.32,58.09,89.93,3.5,Mid,Medium,Yes,0
52.33,70.54,82.21,7.0,Mid,Low,Yes,0
71.27,81.4,69.66,5.5,Mid,Low,No,0
95.86,84.65,77.0,3.4,Low,Low,Yes,0
89.46,65.06,95.13,1.9,High,High,No,1
71.13,62.47,69.76,2.4,Mid,Low,Yes,0
85.32,69.06,64.61,6.8,Low,Medium,No,1
66.87,47.6,63.66,8.0,Mid,High,Yes,0
48.15,62.9,72.82,4.7,High,High,Yes,0
59.06,77.91,64.97,4.8,Mid,Low,Yes,0
93.88,76.27,91.74,6.1,Low,High,Yes,0
68.16,61.68,77.16,4.6,Mid,Low,Yes,0
68.59,69.48,84.72,6.7,Mid,Low,Yes,0
67.8,52.81,72.01,5.1,Mid,Low,No,0
98.66,77.26,63.6,4.8,Mid,Medium,No,0
94.76,64.75,61.91,3.1,Low,High,Yes,0
100.0,61.58,65.92,2.6,Mid,High,Yes,0
69.77,60.21,78.48,0.0,High,High,No,1
76.14,64.99,80.2,7.0,High,High,Yes,0
50.77,58.83,81.03,4.2,Mid,High,Yes,0
92.68,76.53,60.11,3.7,Low,Low,No,1
55.65,59.68,75.0,0.6,High,Low,Yes,0
75.03,91.49,64.74,3.2,Mid,Low,Yes,0
56.64,89.44,79.01,3.0,Mid,Medium,Yes,0
63.76,51.74,79.79,2.9,Low,Medium,No,1
60.28,67.12,63.28,5.2,Mid,Medium,Yes,0
63.49,55.59,84.68,4.7,Low,Medium,No,1
64.45,60.77,98.39,1.8,High,High,Yes,1
64.32,98.04,83.35,1.9,Mid,Medium,No,0
83.67,61.08,73.37,1.9,Low,High,Yes,1
56.53,71.76,71.83,8.1,Mid,High,No,0
75.09,74.66,72.91,7.5,Mid,High,No,0
89.05,49.99,67.39,2.8,High,Low,No,0
64.82,52.32,77.52,0.5,Mid,Low,No,0
61.95,46.7,63.62,4.8,Low,High,Yes,0
68.77,51.82,56.1,4.6,Low,Medium,No,1
88.52,20.4,77.2,5.1,Low,High,No,1
74.72,74.71,75.21,6.0,Mid,Low,No,0
64.56,98.87,69.29,5.4,Mid,Medium,Yes,0
78.77,68.37,62.17,2.3,High,Low,Yes,0
56.57,43.34,77.9,5.1,Mid,Medium,Yes,0
81.54,55.72,65.1,6.2,Low,Low,No,1
77.72,58.66,73.61,3.1,Low,High,No,1
67.69,49.72,92.65,5.1,High,Low,No,0
60.26,79.76,81.51,3.4,Low,Medium,No,1
59.59,78.96,61.31,8.5,Low,Low,Yes,0
79.49,47.51,62.25,1.8,Low,Medium,Yes,0
89.21,77.6,76.52,6.8,High,Low,Yes,0
63.08,90.43,61.25,1.2,High,Low,Yes,0
78.42,96.44,54.98,8.1,Low,High,No,1
42.78,100.0,80.32,2.2,Low,Medium,Yes,0
63.82,51.57,78.21,4.9,Mid,Medium,No,0
71.57,100.0,79.51,1.2,Mid,High,No,1
59.26,60.33,77.63,1.8,Low,Low,Yes,0
58.89,56.52,74.35,6.3,Mid,Medium,Yes,0
62.65,71.23,68.38,6.6,Low,Medium,Yes,0
76.09,56.69,80.16,5.0,Low,Medium,No,1
69.38,72.38,90.3,6.0,Mid,High,Yes,0
40.66,44.88,69.99,6.6,High,High,Yes,0
42.31,62.18,64.79,3.1,High,Medium,No,0
63.5,86.57,63.65,1.7,High,Low,No,0
78.41,65.09,66.33,4.5,Low,Low,Yes,0
33.53,68.27,77.03,3.3,Low,High,Yes,0
65.0,73.6,53.6,5.3,High,Low,No,0
64.63,84.73,79.39,5.6,High,High,Yes,0
91.44,39.52,81.44,3.1,High,Medium,No,0
66.61,75.35,57.02,5.9,Low,Medium,No,1
77.36,61.71,65.21,5.8,Low,Medium,No,1
73.98,68.67,75.8,5.9,Mid,High,No,0
42.17,82.96,73.57,3.7,Mid,Low,No,0
82.75,46.89,80.2,6.1,Mid,Medium,Yes,0
75.02,49.8,73.59,5.5,High,Low,Yes,0
79.12,35.03,87.65,5.8,Low,Low,No,1
100.0,57.21,71.79,7.9,Mid,High,No,0
42.82,87.29,65.17,5.2,Mid,High,Yes,0
96.15,64.07,64.37,3.3,Mid,Low,Yes,0
67.98,44.56,82.35,2.3,Mid,Low,No,0
76.02,58.23,75.3,6.8,High,Medium,No,0
71.36,42.19,81.34,5.2,Low,Medium,No,1
66.06,48.0,81.13,7.8,Low,Medium,No,1
64.02,72.22,54.8,0.4,Low,Low,Yes,0
76.61,47.22,63.6,6.3,Mid,High,Yes,0
50.76,83.8,64.79,4.0,High,Low,Yes,0
82.51,64.86,66.84,3.8,High,Medium,No,0
66.17,67.37,70.8,3.0,High,Medium,Yes,0
56.18,61.55,84.99,6.3,Low,High,No,1
65.7,78.37,86.98,5.7,Low,Low,No,1
89.6,78.53,72.07,2.2,High,Medium,Yes,0
64.51,71.36,72.49,4.8,Mid,High,No,0
77.02,75.04,67.95,5.9,Low,Medium,No,1
61.77,62.61,75.89,4.9,Low,High,Yes,0
82.61,74.68,77.03,6.7,Mid,Low,No,0
81.6,60.59,83.06,3.9,Mid,High,No,0
97.88,66.04,82.98,0.0,Low,Low,Yes,0
69.54,61.61,51.98,4.9,Mid,Low,No,0
81.36,58.68,73.47,4.9,Mid,Medium,No,0
73.37,54.97,88.84,5.1,Mid,Low,Yes,0
90.14,73.48,70.62,6.7,Mid,Medium,No,0
61.94,86.97,86.39,0.6,Mid,Medium,Yes,0
82.43,84.74,71.94,4.0,High,Low,No,0
69.27,45.89,76.75,2.7,Low,High,No,1
71.1,86.63,63.63,2.1,High,Low,Yes,0
73.28,60.91,64.01,4.4,High,Low,Yes,0
75.53,75.61,82.25,5.9,High,High,No,0
70.37,51.5,83.82,5.1,Low,Medium,No,1
75.01,68.27,75.26,3.1,Low,Medium,No,1
94.09,71.02,62.72,4.2,Low,Low,Yes,0
85.8,42.25,75.44,6.4,High,High,Yes,0
84.17,75.73,87.57,5.9,Low,High,No,1
65.62,87.53,92.43,3.4,High,High,Yes,0
59.55,63.21,71.83,3.3,Mid,High,No,0
85.37,87.76,58.4,1.1,Low,Low,Yes,0
84.26,62.96,83.4,3.6,Mid,Low,No,0
92.62,79.59,72.24,1.0,High,Medium,Yes,0
63.54,30.5,84.43,8.6,Low,High,Yes,0
68.79,100.0,77.81,2.8,Low,Low,No,1
49.05,89.93,66.17,6.7,Mid,Low,No,0
66.51,61.45,75.58,8.1,High,High,No,0
85.95,34.45,88.08,4.9,High,High,No,0
65.47,70.61,73.51,4.3,Low,Medium,Yes,0
80.97,42.9,64.65,1.9,Low,High,Yes,1
69.33,73.12,59.11,3.5,Low,Medium,No,1
76.54,72.59,67.28,7.7,Low,Medium,Yes,0
55.93,50.94,70.9,5.2,Low,High,No,1
73.19,83.94,83.2,4.6,High,High,Yes,0
30.12,78.89,63.79,7.1,Low,Low,Yes,0
69.38,81.61,90.54,5.9,Mid,High,No,0
49.17,66.14,61.63,4.2,Low,High,No,1
88.88,43.35,98.31,4.9,Low,Medium,No,1
82.88,81.65,92.26,3.0,High,High,No,0
78.53,61.67,76.41,3.4,High,Low,No,0
93.29,43.76,58.52,4.1,High,Low,No,0
58.72,87.63,74.45,5.6,Mid,High,Yes,0
96.46,99.59,71.13,2.0,High,High,Yes,0
85.05,65.34,62.26,4.7,Low,Medium,Yes,0
68.69,100.0,77.91,3.7,High,High,No,0
87.9,67.46,66.76,2.7,Mid,Medium,Yes,0
56.51,59.91,67.85,3.7,Low,High,No,1
60.46,55.91,72.96,0.0,Low,Medium,Yes,0
63.48,92.19,69.25,3.0,Mid,Low,No,0
64.59,53.52,95.78,2.3,High,High,Yes,0
57.21,77.76,69.64,3.9,High,High,Yes,0
89.12,57.05,79.41,0.0,High,Medium,No,0
68.38,58.64,76.46,4.9,High,Medium,No,0
76.94,82.48,78.53,6.3,Mid,High,No,0
64.02,59.92,79.29,4.3,Mid,Medium,No,0
46.51,59.52,83.81,5.5,High,High,Yes,0
75.78,84.12,77.66,3.5,Mid,Low,No,0
45.23,91.56,77.25,1.4,Low,Medium,No,1
71.04,76.32,75.58,4.5,High,High,No,0
52.84,55.52,73.62,5.9,Low,Low,Yes,0
99.82,57.83,65.88,1.9,Low,High,No,1
84.76,67.28,74.39,3.6,Low,High,No,1
73.48,71.13,77.41,4.0,High,Low,Yes,0
89.69,50.19,79.02,10.0,High,Medium,No,0
60.15,77.57,76.8,4.9,High,Low,No,0
79.61,67.37,72.67,0.7,Mid,High,No,1
74.8,38.55,74.43,0.2,High,Low,Yes,0
75.7,51.14,69.46,6.0,Low,High,No,1
89.81,57.93,78.13,9.5,High,Low,No,0
82.25,64.83,72.79,3.9,Mid,Medium,Yes,0
76.04,96.23,76.81,3.8,High,Low,Yes,0
48.83,69.81,85.01,5.4,Mid,Low,Yes,0
58.56,52.55,67.91,2.9,Low,Medium,Yes,0
70.28,69.53,80.97,0.0,Low,High,No,1
73.31,60.37,75.33,6.6,Low,Low,No,1
56.18,71.2,95.21,3.3,Low,High,Yes,0
100.0,75.29,72.84,6.6,Low,Low,Yes,0
93.23,85.35,81.95,3.0,Low,Medium,No,1
80.43,65.61,75.15,4.7,Mid,Low,Yes,0
73.01,92.22,61.12,6.2,Low,High,Yes,0
69.03,80.53,69.79,6.6,High,High,No,0
58.67,54.68,83.8,5.0,Mid,Medium,Yes,0
73.08,100.0,70.67,4.9,Mid,High,No,0
75.61,71.23,52.8,5.7,High,Medium,No,0
54.62,52.64,74.69,5.4,High,Medium,Yes,0
76.68,92.45,64.08,1.9,High,High,Yes,1
69.83,99.24,76.32,2.0,High,High,Yes,0
45.29,65.47,90.51,0.3,High,Medium,No,0
59.95,57.94,82.69,6.0,Low,High,Yes,0
