jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout
80.76,65.34,48.53,ICSE,56.92,1,Local,6.1,High,Upto 10th,Urban,Medium,Yes,No,0
62.25,78.0,66.64,State,62.24,1,None,2.9,High,Upto 10th,Rural,Low,Yes,No,0
80.15,33.76,69.58,ICSE,83.74,2,Allen,3.9,Mid,Graduate,Rural,Medium,No,Yes,0
75.65,71.35,64.27,CBSE,73.57,2,Allen,4.3,High,12th,Urban,High,No,No,0
64.46,61.36,65.93,ICSE,69.94,2,Local,1.9,Mid,Upto 10th,Rural,High,No,No,1
57.88,52.58,48.98,CBSE,74.95,2,Local,3.8,High,12th,Rural,Medium,No,Yes,0
44.52,54.12,72.28,CBSE,86.67,2,Local,6.3,Mid,Upto 10th,Semi-Urban,Medium,No,No,0
76.9,62.57,75.77,ICSE,75.04,2,FIITJEE,6.0,Low,Graduate,Urban,Low,Yes,No,1
50.09,8.38,73.92,ICSE,80.4,2,None,6.7,Low,12th,Urban,Medium,Yes,Yes,0
73.33,54.78,80.46,CBSE,66.53,2,Local,6.5,Low,PG,Rural,High,No,Yes,0
68.31,51.99,70.42,State,68.81,2,Allen,5.3,Low,Upto 10th,Urban,High,No,No,1
81.51,74.52,73.74,State,78.54,2,FIITJEE,5.2,Low,Graduate,Rural,Medium,No,No,1
67.77,53.11,69.87,ICSE,93.93,1,Local,5.0,Low,PG,Rural,Medium,Yes,No,1
67.39,62.56,76.25,CBSE,89.3,1,FIITJEE,3.2,High,12th,Urban,Low,No,Yes,0
82.25,90.68,49.07,State,80.83,2,Local,2.4,High,Graduate,Rural,High,No,No,0
76.69,81.91,57.28,ICSE,76.51,1,Local,3.1,High,PG,Semi-Urban,High,No,No,0
76.43,80.44,87.04,ICSE,89.01,2,FIITJEE,3.8,Mid,Graduate,Urban,High,No,No,0
78.57,58.0,38.47,CBSE,82.95,1,None,3.2,High,12th,Urban,Medium,Yes,Yes,0
50.5,74.69,66.32,State,52.06,1,None,5.3,High,PG,Rural,High,No,No,0
82.6,62.26,82.07,ICSE,64.46,1,Allen,4.9,Mid,Upto 10th,Urban,Medium,No,No,0
80.57,62.86,66.88,State,78.38,1,None,5.1,Mid,Upto 10th,Urban,Low,No,Yes,0
57.77,72.55,63.14,ICSE,57.13,1,None,5.2,Low,Graduate,Semi-Urban,Medium,Yes,No,1
68.58,56.45,69.55,ICSE,66.02,2,FIITJEE,6.9,High,Upto 10th,Semi-Urban,Low,No,No,0
71.45,89.89,63.76,State,68.0,1,FIITJEE,4.5,High,12th,Urban,Low,Yes,Yes,0
70.12,63.44,68.37,State,72.44,1,Allen,6.5,Mid,12th,Rural,Medium,No,No,0
76.67,75.89,59.8,CBSE,72.13,2,Local,5.5,Low,PG,Semi-Urban,Low,No,No,1
92.04,89.29,81.3,CBSE,72.11,1,FIITJEE,6.8,High,PG,Semi-Urban,Medium,No,Yes,0
87.14,82.51,85.08,CBSE,83.25,1,FIITJEE,7.7,Mid,PG,Semi-Urban,High,No,No,0
53.63,43.46,66.4,CBSE,72.35,1,FIITJEE,5.7,Mid,Graduate,Rural,Medium,No,No,0
80.71,73.12,51.36,State,71.15,1,None,4.7,High,Graduate,Urban,Low,Yes,No,0
90.61,79.61,61.71,CBSE,61.51,1,FIITJEE,4.7,Mid,12th,Urban,Low,No,No,0
77.42,80.27,65.79,State,85.24,1,Allen,3.6,Mid,12th,Semi-Urban,High,Yes,No,0
87.27,48.19,74.07,ICSE,68.29,1,Allen,3.5,High,Graduate,Urban,Medium,No,No,0
100.0,55.49,55.9,State,64.13,2,FIITJEE,6.3,Low,PG,Semi-Urban,High,No,Yes,0
86.33,81.91,58.77,CBSE,77.13,2,Local,2.6,High,Graduate,Semi-Urban,Low,No,Yes,0
75.49,53.81,74.13,State,67.33,2,FIITJEE,7.7,Low,PG,Rural,Medium,No,Yes,0
86.63,61.2,79.27,State,69.74,1,Allen,4.2,Mid,12th,Rural,Low,No,Yes,0
74.03,91.21,60.54,State,77.58,1,Local,10.0,High,PG,Semi-Urban,Medium,No,No,0
72.33,65.24,52.0,State,71.74,2,None,3.1,High,Graduate,Rural,High,Yes,Yes,0
67.08,54.37,100.0,State,98.12,2,FIITJEE,5.0,Low,Upto 10th,Rural,High,No,Yes,0
93.89,51.96,77.4,CBSE,74.25,2,Allen,3.8,Mid,12th,Rural,Low,No,Yes,0
60.54,71.32,64.8,State,81.18,1,None,2.9,High,12th,Urban,High,Yes,Yes,0
93.45,44.67,78.43,CBSE,55.58,2,Allen,6.6,High,Graduate,Urban,High,No,No,0
79.0,62.04,66.51,ICSE,66.39,1,None,2.3,Mid,Graduate,Rural,Low,No,No,0
52.41,71.33,78.41,State,64.13,2,Allen,3.1,Low,12th,Urban,Low,No,No,1
77.15,86.79,69.91,ICSE,65.46,2,Allen,5.7,High,Graduate,Semi-Urban,Low,Yes,Yes,0
42.6,76.68,69.1,CBSE,79.16,1,None,6.0,Mid,PG,Semi-Urban,Medium,Yes,Yes,0
80.76,54.57,66.64,State,85.36,1,FIITJEE,1.7,High,PG,Rural,Low,No,Yes,0
84.39,84.85,50.63,ICSE,78.45,1,Allen,5.7,High,PG,Rural,Medium,No,Yes,0
63.71,61.21,91.26,CBSE,72.73,1,Local,4.8,High,Upto 10th,Urban,Low,No,No,0
73.73,46.23,56.7,ICSE,68.69,1,FIITJEE,2.7,Low,Graduate,Rural,Medium,No,No,1
99.36,63.25,51.68,State,86.14,1,Local,2.9,Mid,PG,Rural,Low,Yes,Yes,0
64.92,89.01,65.45,State,95.71,2,Allen,0.4,High,12th,Semi-Urban,Medium,No,No,0
57.18,68.64,56.46,State,76.35,1,None,7.9,High,PG,Semi-Urban,High,Yes,Yes,0
92.74,66.2,67.38,CBSE,84.39,1,FIITJEE,6.5,High,PG,Urban,Low,Yes,Yes,0
99.48,92.2,76.25,ICSE,78.43,1,None,1.9,Low,Graduate,Urban,Low,Yes,No,1
72.05,43.1,79.94,CBSE,82.56,2,None,6.1,High,12th,Urban,Medium,Yes,No,0
86.16,45.43,77.78,ICSE,63.35,2,Local,3.4,Mid,Upto 10th,Rural,High,Yes,Yes,0
90.78,40.15,64.33,CBSE,70.12,1,Local,6.3,Low,12th,Rural,High,No,Yes,0
61.61,71.96,68.6,State,78.95,1,FIITJEE,3.5,Mid,PG,Rural,Medium,No,No,0
65.21,68.66,72.89,ICSE,87.12,1,FIITJEE,3.8,High,Upto 10th,Rural,Low,No,No,0
89.23,90.68,46.91,ICSE,66.82,1,FIITJEE,3.9,High,Upto 10th,Semi-Urban,High,No,Yes,0
95.59,69.9,74.85,ICSE,54.67,1,Local,3.2,Low,Upto 10th,Urban,Low,Yes,Yes,0
79.88,59.53,50.51,CBSE,70.02,1,Local,7.3,High,Upto 10th,Urban,Medium,No,No,0
59.68,66.03,92.48,State,85.1,2,None,6.3,Mid,Upto 10th,Semi-Urban,Low,No,No,0
99.82,67.88,63.15,ICSE,59.16,1,None,4.7,Mid,Graduate,Semi-Urban,High,No,Yes,0
64.57,39.25,65.78,CBSE,63.23,1,None,6.5,Mid,PG,Rural,Medium,Yes,No,0
67.31,100.0,58.76,ICSE,76.56,1,FIITJEE,1.2,High,Upto 10th,Urban,High,No,Yes,1
76.79,74.32,60.44,State,73.84,1,Allen,2.0,High,PG,Urban,Low,No,No,0
93.76,69.36,95.29,ICSE,80.94,2,Local,5.4,Low,Graduate,Semi-Urban,Low,No,Yes,0
83.96,75.84,79.28,State,62.71,1,FIITJEE,6.0,Low,Graduate,Urban,Medium,Yes,No,1
77.81,77.35,49.41,CBSE,71.75,2,Local,5.1,Mid,Graduate,Semi-Urban,High,Yes,Yes,0
78.49,63.75,86.05,CBSE,86.95,1,Allen,0.7,Mid,12th,Urban,High,No,No,1
72.61,55.9,82.32,State,63.07,1,Local,2.4,Low,12th,Semi-Urban,High,No,Yes,0
79.81,75.59,64.63,State,89.77,1,Local,5.3,Low,Upto 10th,Rural,Medium,No,No,1
36.59,72.17,71.68,CBSE,64.33,2,Local,9.4,Mid,Graduate,Urban,Low,Yes,No,0
67.85,53.04,67.82,State,83.49,2,None,6.9,Low,12th,Rural,Low,No,No,1
75.38,88.7,91.67,State,71.27,1,Allen,7.7,High,Graduate,Semi-Urban,Low,Yes,No,0
55.89,70.69,58.44,ICSE,63.55,1,FIITJEE,5.2,High,12th,Urban,High,No,No,0
77.41,77.68,69.75,CBSE,70.03,1,FIITJEE,5.2,Low,Graduate,Urban,Medium,Yes,No,1
69.14,88.27,62.86,CBSE,80.45,1,FIITJEE,2.4,Low,12th,Rural,High,No,Yes,0
96.58,66.35,50.8,State,74.93,1,Allen,6.4,High,PG,Rural,Medium,Yes,Yes,0
94.02,71.07,94.3,State,86.18,1,Local,4.4,High,Upto 10th,Semi-Urban,High,Yes,Yes,0
65.48,78.96,53.82,State,89.36,1,FIITJEE,5.9,Mid,Upto 10th,Rural,Medium,Yes,No,0
69.89,54.4,70.64,CBSE,63.17,2,Allen,4.6,Low,PG,Urban,High,No,Yes,0
70.96,66.86,47.11,ICSE,62.44,2,None,5.1,High,Upto 10th,Urban,High,Yes,No,0
65.68,68.01,63.21,CBSE,61.95,1,Allen,4.3,Low,Graduate,Urban,Medium,No,Yes,0
74.73,50.7,73.06,ICSE,66.01,1,None,4.9,High,Upto 10th,Urban,Low,No,Yes,0
61.38,100.0,58.1,State,86.04,1,Allen,6.5,High,Upto 10th,Rural,Low,Yes,No,0
56.17,43.48,75.04,CBSE,80.6,1,None,2.0,Low,12th,Rural,Medium,Yes,No,1
80.72,45.23,64.77,ICSE,69.55,1,FIITJEE,1.5,Mid,12th,Semi-Urban,Medium,Yes,No,0
80.81,87.03,81.92,CBSE,74.89,1,Allen,5.4,High,PG,Rural,Low,No,No,0
60.74,77.41,84.34,ICSE,89.04,2,None,7.4,Low,12th,Semi-Urban,High,No,No,1
84.53,49.58,60.96,ICSE,94.08,2,Local,7.9,High,PG,Rural,Low,Yes,No,0
63.16,75.72,68.92,CBSE,77.59,2,FIITJEE,2.1,Low,Upto 10th,Rural,Medium,No,Yes,0
75.54,89.49,70.2,State,50.0,1,FIITJEE,3.7,Low,12th,Urban,High,Yes,No,1
83.48,65.52,75.43,CBSE,77.97,2,None,1.5,High,12th,Rural,Medium,Yes,No,0
71.53,100.0,68.17,State,84.35,1,None,3.4,Mid,Upto 10th,Semi-Urban,Low,No,Yes,0
78.37,38.42,70.28,ICSE,77.25,2,Allen,6.7,High,12th,Urban,High,Yes,Yes,0
64.77,77.1,65.08,ICSE,82.27,1,None,4.5,High,Graduate,Rural,Low,Yes,Yes,0
69.25,84.66,69.38,CBSE,78.57,2,None,3.8,Mid,12th,Urban,Low,No,Yes,0
69.12,80.26,83.58,CBSE,62.65,1,Local,5.6,Mid,Graduate,Urban,Low,No,Yes,0
61.55,62.73,75.75,State,66.14,2,FIITJEE,2.9,Low,PG,Urban,High,Yes,Yes,0
69.53,61.35,76.42,State,71.79,2,None,7.7,Low,12th,Semi-Urban,Low,No,Yes,0
50.32,73.11,76.68,CBSE,85.65,2,None,4.5,Mid,12th,Semi-Urban,High,Yes,Yes,0
65.12,79.05,66.15,State,67.34,1,Local,3.7,Mid,Graduate,Rural,Low,No,Yes,0
68.01,75.64,71.83,State,79.56,1,None,5.7,High,Upto 10th,Urban,Low,Yes,No,0
68.41,82.64,54.98,CBSE,78.04,1,Local,6.4,Mid,PG,Rural,Medium,No,No,0
68.62,49.7,83.23,CBSE,90.86,1,FIITJEE,7.7,High,PG,Semi-Urban,Low,No,No,0
71.14,62.36,34.6,ICSE,74.58,1,FIITJEE,4.1,High,Graduate,Urban,High,No,No,0
78.71,50.96,66.95,ICSE,57.45,2,Local,6.7,High,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
84.24,59.82,81.69,CBSE,81.47,1,Local,4.7,Mid,12th,Urban,High,No,Yes,0
62.9,82.24,51.63,ICSE,96.38,1,FIITJEE,3.3,Mid,Upto 10th,Urban,Low,Yes,Yes,0
55.16,67.73,72.8,State,82.12,1,FIITJEE,2.9,High,Upto 10th,Urban,Medium,Yes,Yes,0
57.41,100.0,59.83,CBSE,67.12,2,Local,2.3,Mid,Graduate,Rural,Medium,Yes,No,0
65.18,69.09,63.57,ICSE,64.18,2,Allen,3.0,Low,Upto 10th,Semi-Urban,Medium,Yes,Yes,0
67.07,66.96,79.35,CBSE,65.47,2,FIITJEE,6.7,Low,Upto 10th,Semi-Urban,High,No,No,1
61.22,67.7,70.38,ICSE,95.03,1,FIITJEE,5.9,High,Graduate,Semi-Urban,Medium,Yes,No,0
53.85,55.8,43.59,CBSE,71.73,1,Local,2.0,Mid,Upto 10th,Urban,Medium,No,No,0
65.61,65.07,56.28,State,68.37,2,Local,1.0,Low,Upto 10th,Rural,High,Yes,No,1
74.54,84.04,79.7,ICSE,73.42,1,Local,2.3,High,PG,Rural,High,No,No,0
80.33,67.82,73.39,CBSE,71.83,1,Allen,2.9,Low,Graduate,Rural,High,No,No,1
64.2,53.3,88.98,State,90.68,1,Local,3.9,High,Graduate,Rural,Low,Yes,No,0
66.22,51.2,88.19,ICSE,64.86,1,Allen,6.8,High,Graduate,Urban,High,No,Yes,0
59.03,58.8,63.89,ICSE,86.81,1,Local,3.4,High,Upto 10th,Urban,High,Yes,Yes,0
71.56,67.18,98.04,CBSE,76.22,2,Local,7.9,Low,PG,Rural,Medium,No,No,1
60.12,85.1,68.29,State,87.07,2,Allen,1.1,High,PG,Rural,Low,Yes,Yes,0
80.02,44.55,56.45,CBSE,90.83,2,None,3.8,High,12th,Semi-Urban,Medium,Yes,Yes,0
47.0,60.88,60.4,ICSE,75.85,1,FIITJEE,6.1,Low,Graduate,Urban,High,Yes,No,1
66.97,68.31,40.92,CBSE,71.85,2,Local,6.2,High,PG,Rural,High,No,No,0
76.22,36.66,87.28,CBSE,75.66,1,None,3.8,Low,PG,Urban,Medium,No,No,1
74.57,52.66,87.14,State,74.05,2,Allen,6.5,High,PG,Semi-Urban,Low,No,No,0
100.0,55.12,55.81,State,58.43,1,Local,6.1,Mid,Graduate,Rural,Low,No,No,0
76.9,53.26,65.27,ICSE,90.52,1,Allen,3.1,Mid,Upto 10th,Urban,Medium,Yes,Yes,0
57.94,69.07,69.15,State,77.46,2,Allen,5.1,Low,12th,Urban,High,No,No,1
70.66,63.43,56.48,CBSE,63.37,2,Allen,5.9,High,12th,Urban,Low,No,Yes,0
47.13,57.12,46.94,ICSE,54.32,2,None,3.3,Low,Upto 10th,Urban,Low,No,Yes,0
70.87,72.85,65.48,State,51.72,1,Allen,7.9,High,Graduate,Urban,Medium,No,No,0
60.34,93.57,64.15,CBSE,82.7,2,FIITJEE,2.8,Low,PG,Urban,Low,Yes,No,1
84.82,92.23,63.34,CBSE,68.81,2,Local,4.8,Mid,Upto 10th,Semi-Urban,High,No,Yes,0
64.31,35.24,70.67,ICSE,70.45,2,Local,2.0,Low,12th,Urban,Medium,No,Yes,0
70.37,75.23,85.15,ICSE,79.88,2,FIITJEE,4.7,Mid,Graduate,Semi-Urban,Low,Yes,Yes,0
63.1,63.15,64.36,State,69.84,1,Local,2.4,Mid,PG,Semi-Urban,High,No,No,0
96.34,68.48,70.05,State,80.47,1,FIITJEE,3.9,Mid,12th,Urban,High,Yes,No,0
67.5,59.63,76.72,State,75.95,1,None,1.3,Low,12th,Rural,Medium,No,Yes,0
97.66,67.88,74.65,State,74.16,2,Allen,6.1,Low,12th,Urban,Medium,No,No,1
83.4,68.42,60.63,ICSE,59.27,2,None,5.2,Mid,PG,Semi-Urban,High,No,No,0
78.75,56.74,69.16,CBSE,66.8,2,FIITJEE,6.7,Low,12th,Urban,High,Yes,Yes,0
77.16,51.66,74.57,CBSE,81.03,1,Allen,3.8,High,Graduate,Urban,Low,Yes,Yes,0
77.51,58.82,54.46,State,68.18,2,None,6.8,Mid,Graduate,Urban,Low,Yes,No,0
45.01,69.75,83.16,ICSE,87.05,1,Allen,4.6,High,PG,Semi-Urban,Low,No,No,0
68.1,75.58,85.18,State,98.46,2,Allen,4.7,Mid,Graduate,Semi-Urban,Low,No,No,0
83.83,79.65,59.33,State,81.56,1,None,8.7,High,Upto 10th,Semi-Urban,Low,Yes,No,0
71.32,58.09,70.32,ICSE,89.93,1,Local,3.5,Mid,Graduate,Rural,Medium,No,Yes,0
52.33,70.54,75.71,CBSE,82.21,2,FIITJEE,7.0,Mid,12th,Rural,Low,Yes,Yes,0
71.27,81.4,61.45,CBSE,69.66,2,None,5.5,Mid,12th,Rural,Low,Yes,No,0
95.86,84.65,73.78,State,77.0,1,None,3.4,Low,Graduate,Rural,Low,No,Yes,0
89.46,65.06,69.96,ICSE,95.13,1,Local,1.9,High,Graduate,Urban,High,No,No,1
71.13,62.47,50.38,CBSE,69.76,2,FIITJEE,2.4,Mid,PG,Rural,Low,Yes,Yes,0
85.32,69.06,73.51,CBSE,64.61,1,None,6.8,Low,PG,Rural,Medium,Yes,No,1
66.87,47.6,54.8,ICSE,63.66,2,Allen,8.0,Mid,Upto 10th,Rural,High,No,Yes,0
48.15,62.9,79.27,ICSE,72.82,2,FIITJEE,4.7,High,Graduate,Urban,High,No,Yes,0
59.06,77.91,59.95,CBSE,64.97,1,Local,4.8,Mid,Upto 10th,Rural,Low,Yes,Yes,0
93.88,76.27,66.06,State,91.74,1,None,6.1,Low,Graduate,Rural,High,No,Yes,0
68.16,61.68,84.47,State,77.16,2,Allen,4.6,Mid,Upto 10th,Rural,Low,Yes,Yes,0
68.59,69.48,73.96,CBSE,84.72,1,FIITJEE,6.7,Mid,Graduate,Semi-Urban,Low,No,Yes,0
67.8,52.81,55.05,State,72.01,1,None,5.1,Mid,Graduate,Rural,Low,Yes,No,0
98.66,77.26,55.82,State,63.6,2,FIITJEE,4.8,Mid,Graduate,Rural,Medium,No,No,0
94.76,64.75,60.81,ICSE,61.91,1,Allen,3.1,Low,Upto 10th,Rural,High,No,Yes,0
100.0,61.58,72.74,ICSE,65.92,1,Allen,2.6,Mid,12th,Urban,High,No,Yes,0
69.77,60.21,72.3,ICSE,78.48,1,FIITJEE,0.0,High,PG,Rural,High,No,No,1
76.14,64.99,57.88,State,80.2,1,Allen,7.0,High,PG,Rural,High,No,Yes,0
50.77,58.83,53.99,ICSE,81.03,2,Allen,4.2,Mid,Upto 10th,Semi-Urban,High,Yes,Yes,0
92.68,76.53,71.38,ICSE,60.11,1,FIITJEE,3.7,Low,Graduate,Semi-Urban,Low,No,No,1
55.65,59.68,65.82,CBSE,75.0,1,FIITJEE,0.6,High,12th,Urban,Low,No,Yes,0
75.03,91.49,93.89,ICSE,64.74,1,Local,3.2,Mid,Upto 10th,Urban,Low,Yes,Yes,0
56.64,89.44,68.44,CBSE,79.01,1,None,3.0,Mid,Upto 10th,Rural,Medium,No,Yes,0
63.76,51.74,89.77,State,79.79,2,Local,2.9,Low,PG,Semi-Urban,Medium,Yes,No,1
60.28,67.12,53.96,ICSE,63.28,2,Local,5.2,Mid,PG,Urban,Medium,No,Yes,0
63.49,55.59,49.12,CBSE,84.68,2,Local,4.7,Low,12th,Urban,Medium,No,No,1
64.45,60.77,54.56,CBSE,98.39,1,Local,1.8,High,Graduate,Semi-Urban,High,Yes,Yes,1
64.32,98.04,82.27,CBSE,83.35,2,None,1.9,Mid,12th,Rural,Medium,Yes,No,0
83.67,61.08,89.07,State,73.37,2,FIITJEE,1.9,Low,PG,Semi-Urban,High,No,Yes,1
56.53,71.76,58.61,ICSE,71.83,1,Allen,8.1,Mid,Graduate,Rural,High,No,No,0
75.09,74.66,62.47,State,72.91,1,Allen,7.5,Mid,12th,Rural,High,Yes,No,0
89.05,49.99,53.97,CBSE,67.39,2,FIITJEE,2.8,High,Upto 10th,Semi-Urban,Low,Yes,No,0
64.82,52.32,46.26,State,77.52,2,FIITJEE,0.5,Mid,Upto 10th,Rural,Low,No,No,0
61.95,46.7,76.62,State,63.62,1,FIITJEE,4.8,Low,Upto 10th,Urban,High,No,Yes,0
68.77,51.82,70.68,CBSE,56.1,1,Allen,4.6,Low,Graduate,Semi-Urban,Medium,Yes,No,1
88.52,20.4,68.13,ICSE,77.2,1,Local,5.1,Low,Graduate,Urban,High,Yes,No,1
74.72,74.71,51.2,ICSE,75.21,2,Local,6.0,Mid,PG,Rural,Low,No,No,0
64.56,98.87,87.68,State,69.29,1,Local,5.4,Mid,12th,Rural,Medium,Yes,Yes,0
78.77,68.37,61.96,ICSE,62.17,2,None,2.3,High,Graduate,Semi-Urban,Low,No,Yes,0
56.57,43.34,74.4,CBSE,77.9,2,Local,5.1,Mid,Graduate,Semi-Urban,Medium,No,Yes,0
81.54,55.72,50.55,ICSE,65.1,2,None,6.2,Low,12th,Rural,Low,Yes,No,1
77.72,58.66,65.71,State,73.61,1,Allen,3.1,Low,PG,Semi-Urban,High,No,No,1
67.69,49.72,71.5,CBSE,92.65,2,None,5.1,High,Graduate,Rural,Low,Yes,No,0
60.26,79.76,71.92,CBSE,81.51,2,FIITJEE,3.4,Low,12th,Urban,Medium,No,No,1
59.59,78.96,69.86,CBSE,61.31,2,FIITJEE,8.5,Low,Graduate,Semi-Urban,Low,Yes,Yes,0
79.49,47.51,73.93,State,62.25,2,Allen,1.8,Low,Graduate,Urban,Medium,Yes,Yes,0
89.21,77.6,54.43,State,76.52,1,Local,6.8,High,PG,Semi-Urban,Low,Yes,Yes,0
63.08,90.43,70.37,ICSE,61.25,2,Allen,1.2,High,Upto 10th,Urban,Low,No,Yes,0
78.42,96.44,69.37,State,54.98,1,FIITJEE,8.1,Low,Graduate,Rural,High,Yes,No,1
42.78,100.0,70.78,CBSE,80.32,1,Local,2.2,Low,PG,Rural,Medium,No,Yes,0
63.82,51.57,68.87,State,78.21,2,FIITJEE,4.9,Mid,12th,Rural,Medium,No,No,0
71.57,100.0,52.72,State,79.51,2,Allen,1.2,Mid,12th,Rural,High,No,No,1
59.26,60.33,52.19,ICSE,77.63,1,Local,1.8,Low,Upto 10th,Semi-Urban,Low,Yes,Yes,0
58.89,56.52,41.43,CBSE,74.35,1,Allen,6.3,Mid,12th,Urban,Medium,No,Yes,0
62.65,71.23,77.81,ICSE,68.38,1,FIITJEE,6.6,Low,Upto 10th,Semi-Urban,Medium,No,Yes,0
76.09,56.69,77.93,ICSE,80.16,1,Local,5.0,Low,Graduate,Semi-Urban,Medium,No,No,1
69.38,72.38,78.12,ICSE,90.3,2,FIITJEE,6.0,Mid,Upto 10th,Rural,High,No,Yes,0
40.66,44.88,71.68,CBSE,69.99,2,Local,6.6,High,Graduate,Semi-Urban,High,No,Yes,0
42.31,62.18,42.4,ICSE,64.79,2,None,3.1,High,12th,Urban,Medium,Yes,No,0
63.5,86.57,55.68,CBSE,63.65,2,None,1.7,High,Upto 10th,Semi-Urban,Low,Yes,No,0
78.41,65.09,70.04,ICSE,66.33,1,FIITJEE,4.5,Low,PG,Urban,Low,No,Yes,0
33.53,68.27,69.63,ICSE,77.03,1,Allen,3.3,Low,12th,Rural,High,Yes,Yes,0
65.0,73.6,65.33,CBSE,53.6,2,None,5.3,High,12th,Rural,Low,Yes,No,0
64.63,84.73,72.43,State,79.39,2,None,5.6,High,12th,Semi-Urban,High,No,Yes,0
91.44,39.52,68.14,ICSE,81.44,2,Local,3.1,High,12th,Urban,Medium,Yes,No,0
66.61,75.35,69.45,State,57.02,1,Local,5.9,Low,12th,Rural,Medium,Yes,No,1
77.36,61.71,60.33,ICSE,65.21,2,Local,5.8,Low,PG,Rural,Medium,Yes,No,1
73.98,68.67,79.78,State,75.8,1,FIITJEE,5.9,Mid,PG,Semi-Urban,High,Yes,No,0
42.17,82.96,62.83,State,73.57,1,Allen,3.7,Mid,PG,Urban,Low,No,No,0
82.75,46.89,52.03,State,80.2,1,Allen,6.1,Mid,Upto 10th,Rural,Medium,Yes,Yes,0
75.02,49.8,58.75,State,73.59,1,Local,5.5,High,12th,Rural,Low,Yes,Yes,0
79.12,35.03,63.82,State,87.65,2,FIITJEE,5.8,Low,Upto 10th,Urban,Low,No,No,1
100.0,57.21,79.93,CBSE,71.79,1,Local,7.9,Mid,Upto 10th,Semi-Urban,High,Yes,No,0
42.82,87.29,67.49,State,65.17,1,Allen,5.2,Mid,Upto 10th,Semi-Urban,High,No,Yes,0
96.15,64.07,65.77,CBSE,64.37,2,FIITJEE,3.3,Mid,12th,Rural,Low,Yes,Yes,0
67.98,44.56,53.02,ICSE,82.35,2,Local,2.3,Mid,12th,Rural,Low,Yes,No,0
76.02,58.23,77.43,CBSE,75.3,1,Local,6.8,High,Upto 10th,Semi-Urban,Medium,Yes,No,0
71.36,42.19,60.18,State,81.34,2,Allen,5.2,Low,12th,Semi-Urban,Medium,Yes,No,1
66.06,48.0,66.8,CBSE,81.13,2,FIITJEE,7.8,Low,Upto 10th,Rural,Medium,No,No,1
64.02,72.22,85.76,State,54.8,1,Allen,0.4,Low,12th,Urban,Low,No,Yes,0
76.61,47.22,74.11,CBSE,63.6,2,FIITJEE,6.3,Mid,12th,Urban,High,Yes,Yes,0
50.76,83.8,48.46,ICSE,64.79,1,FIITJEE,4.0,High,Upto 10th,Rural,Low,No,Yes,0
82.51,64.86,46.77,State,66.84,1,Local,3.8,High,PG,Rural,Medium,No,No,0
66.17,67.37,67.23,State,70.8,2,Allen,3.0,High,12th,Rural,Medium,Yes,Yes,0
56.18,61.55,53.45,CBSE,84.99,2,FIITJEE,6.3,Low,Upto 10th,Rural,High,No,No,1
65.7,78.37,75.78,CBSE,86.98,2,None,5.7,Low,Upto 10th,Semi-Urban,Low,No,No,1
89.6,78.53,68.51,CBSE,72.07,1,Local,2.2,High,12th,Urban,Medium,No,Yes,0
64.51,71.36,69.98,CBSE,72.49,2,Allen,4.8,Mid,12th,Urban,High,Yes,No,0
77.02,75.04,59.52,CBSE,67.95,1,FIITJEE,5.9,Low,Upto 10th,Urban,Medium,Yes,No,1
61.77,62.61,88.9,State,75.89,2,Local,4.9,Low,Upto 10th,Semi-Urban,High,Yes,Yes,0
82.61,74.68,100.0,ICSE,77.03,1,Allen,6.7,Mid,Upto 10th,Rural,Low,Yes,No,0
81.6,60.59,64.66,CBSE,83.06,2,Allen,3.9,Mid,Graduate,Urban,High,Yes,No,0
97.88,66.04,72.24,State,82.98,1,Local,0.0,Low,12th,Urban,Low,Yes,Yes,0
69.54,61.61,69.17,ICSE,51.98,2,FIITJEE,4.9,Mid,Graduate,Semi-Urban,Low,Yes,No,0
81.36,58.68,64.88,ICSE,73.47,2,Local,4.9,Mid,Upto 10th,Rural,Medium,Yes,No,0
73.37,54.97,58.02,CBSE,88.84,2,None,5.1,Mid,Graduate,Rural,Low,No,Yes,0
90.14,73.48,54.98,State,70.62,2,Local,6.7,Mid,PG,Rural,Medium,No,No,0
61.94,86.97,54.37,State,86.39,2,Allen,0.6,Mid,Upto 10th,Urban,Medium,Yes,Yes,0
82.43,84.74,72.86,State,71.94,1,None,4.0,High,PG,Semi-Urban,Low,Yes,No,0
69.27,45.89,61.76,State,76.75,1,None,2.7,Low,Graduate,Urban,High,Yes,No,1
71.1,86.63,37.06,State,63.63,2,FIITJEE,2.1,High,PG,Semi-Urban,Low,No,Yes,0
73.28,60.91,73.34,ICSE,64.01,1,Local,4.4,High,Graduate,Semi-Urban,Low,Yes,Yes,0
75.53,75.61,67.54,ICSE,82.25,1,FIITJEE,5.9,High,12th,Urban,High,No,No,0
70.37,51.5,84.16,ICSE,83.82,2,Local,5.1,Low,12th,Semi-Urban,Medium,Yes,No,1
75.01,68.27,72.48,State,75.26,2,Allen,3.1,Low,Graduate,Semi-Urban,Medium,Yes,No,1
